row,sunny,burger,extra
23893,0,4,1
23894,0,4,0
23895,1,2,4
23896,1,4,4
23897,0,1,0
23898,0,4,1
23899,0,0,3
23900,1,4,4
23901,0,4,1
23902,0,4,1
23903,0,4,1
23904,0,1,0
23905,0,0,3
23906,0,3,2
23907,0,0,1
23908,1,1,4
23909,0,4,1
23910,0,1,0
23911,0,2,0
23912,1,0,4
23913,0,4,1
23914,0,0,4
23915,1,4,4
23916,0,4,1
23917,0,4,0
23918,1,0,4
23919,0,1,1
23920,0,4,1
23921,0,0,3
23922,1,4,4
23923,0,4,3
23924,0,0,3
23925,0,2,2
23926,1,4,4
23927,0,4,1
23928,0,2,2
23929,0,4,1
23930,0,0,1
23931,0,2,2
23932,0,1,0
23933,0,0,2
23934,0,0,3
23935,0,0,3
23936,0,0,2
23937,0,4,1
23938,0,4,2
23939,0,1,3
23940,0,3,2
23941,1,0,4
23942,0,2,2
23943,0,0,2
23944,0,0,2
23945,1,0,4
23946,1,4,4
23947,0,1,2
23948,0,0,3
23949,1,4,3
23950,0,4,1
23951,0,4,1
23952,0,4,3
23953,0,2,4
23954,0,4,1
23955,0,3,2
23956,0,2,2
23957,0,2,2
23958,1,2,4
23959,0,1,0
23960,0,3,2
23961,1,1,4
23962,0,4,0
23963,1,0,1
23964,0,4,2
23965,0,4,1
23966,0,4,1
23967,1,0,4
23968,0,0,3
23969,1,1,2
23970,1,3,4
23971,1,4,4
23972,1,1,4
23973,0,1,1
23974,0,3,2
23975,0,1,0
23976,0,1,3
23977,0,4,2
23978,1,4,4
23979,0,0,3
23980,0,3,2
23981,0,4,1
23982,0,1,0
23983,0,4,1
23984,1,4,4
23985,0,4,1
23986,0,4,0
23987,0,4,2
23988,1,4,4
23989,0,0,3
23990,0,3,0
23991,0,0,3
23992,0,4,1
23993,0,4,1
23994,0,1,0
23995,0,4,1
23996,0,0,1
23997,1,3,4
23998,1,2,4
23999,1,2,4
24000,0,4,1
24001,0,2,2
24002,1,2,4
24003,0,4,3
24004,0,0,3
24005,0,4,1
24006,0,4,2
24007,0,4,1
24008,0,4,1
24009,1,4,4
24010,0,1,0
24011,0,4,1
24012,1,4,2
24013,0,3,2
24014,0,0,4
24015,0,4,1
24016,0,3,2
24017,1,4,4
24018,0,4,1
24019,1,4,4
24020,0,1,0
24021,0,1,0
24022,0,1,0
24023,1,4,4
24024,0,3,2
24025,0,0,2
24026,0,3,0
24027,0,3,2
24028,1,2,4
24029,0,1,0
24030,0,4,2
24031,0,3,2
24032,1,2,4
24033,0,0,2
24034,1,1,4
24035,0,4,0
24036,0,2,2
24037,0,1,0
24038,0,0,1
24039,1,1,4
24040,0,0,3
24041,0,0,3
24042,1,0,4
24043,0,2,2
24044,0,1,0
24045,0,4,2
24046,1,1,4
24047,1,0,4
24048,0,4,0
24049,1,4,4
24050,0,4,1
24051,1,4,0
24052,1,0,4
24053,0,3,4
24054,1,4,4
24055,0,4,1
24056,0,2,2
24057,0,4,1
24058,0,4,1
24059,0,4,0
24060,0,1,0
24061,0,0,3
24062,1,2,4
24063,0,4,1
24064,0,4,1
24065,0,4,0
24066,0,1,0
24067,0,4,3
24068,0,0,3
24069,1,1,4
24070,0,0,3
24071,0,2,2
24072,1,2,4
24073,0,0,3
24074,0,2,2
24075,0,4,1
24076,0,2,2
24077,0,0,3
24078,0,4,1
24079,1,4,2
24080,1,4,4
24081,0,0,1
24082,0,4,1
24083,0,0,3
24084,0,0,3
24085,0,0,3
24086,0,0,3
24087,0,1,2
24088,0,4,1
24089,1,3,4
24090,0,4,1
24091,0,3,2
24092,0,4,1
24093,0,4,1
24094,0,4,3
24095,1,0,4
24096,0,3,2
24097,0,4,1
24098,0,4,3
24099,0,3,3
24100,0,4,1
24101,0,0,0
24102,1,1,4
24103,0,0,3
24104,0,0,1
24105,0,1,0
24106,1,4,4
24107,0,4,1
24108,0,1,0
24109,0,1,0
24110,0,3,2
24111,1,4,4
24112,0,0,3
24113,0,4,1
24114,0,2,2
24115,0,4,1
24116,0,0,3
24117,0,4,1
24118,0,4,1
24119,0,3,3
24120,0,4,1
24121,0,0,3
24122,0,4,3
24123,1,4,4
24124,0,1,0
24125,0,1,0
24126,0,4,1
24127,0,1,0
24128,0,4,1
24129,1,4,4
24130,0,0,3
24131,0,1,0
24132,0,3,2
24133,0,4,1
24134,0,0,3
24135,0,4,1
24136,0,0,3
24137,0,1,0
24138,0,4,1
24139,0,1,0
24140,0,3,2
24141,0,0,3
24142,0,4,1
24143,0,0,3
24144,1,0,4
24145,0,4,0
24146,0,3,0
24147,0,1,0
24148,0,0,3
24149,0,4,1
24150,0,0,3
24151,1,3,4
24152,1,0,4
24153,0,4,1
24154,0,4,3
24155,1,0,0
24156,1,4,4
24157,0,1,0
24158,1,4,4
24159,0,0,3
24160,0,0,3
24161,0,0,3
24162,0,1,0
24163,0,0,3
24164,0,4,3
24165,1,0,1
24166,0,4,1
24167,0,4,3
24168,0,2,2
24169,0,3,3
24170,0,0,3
24171,1,4,4
24172,0,0,3
24173,0,0,3
24174,0,4,1
24175,0,4,3
24176,0,4,2
24177,1,4,4
24178,0,4,1
24179,0,4,1
24180,0,4,1
24181,1,0,4
24182,0,0,0
24183,0,0,3
24184,1,4,4
24185,1,4,4
24186,0,4,1
24187,0,4,1
24188,0,4,1
24189,0,4,2
24190,0,1,0
24191,0,1,0
24192,0,1,3
24193,0,4,1
24194,1,1,2
24195,0,0,3
24196,0,0,3
24197,0,0,3
24198,0,0,1
24199,0,4,1
24200,0,3,2
24201,0,0,3
24202,0,1,0
24203,0,4,1
24204,0,0,3
24205,0,2,2
24206,0,4,1
24207,1,2,4
24208,0,2,0
24209,0,3,2
24210,0,4,1
24211,0,2,2
24212,0,1,0
24213,1,0,4
24214,0,0,3
24215,0,4,1
24216,1,4,4
24217,0,1,0
24218,0,3,2
24219,0,1,0
24220,0,4,1
24221,1,4,4
24222,0,1,1
24223,1,1,4
24224,0,4,2
24225,0,0,3
24226,1,4,4
24227,0,4,1
24228,0,4,1
24229,0,4,1
24230,0,4,1
24231,1,4,3
24232,0,4,1
24233,0,4,1
24234,1,4,3
24235,0,0,0
24236,0,1,0
24237,0,0,0
24238,0,0,3
24239,0,2,2
24240,0,1,0
24241,0,4,3
24242,0,4,2
24243,0,1,0
24244,0,1,0
24245,1,1,4
24246,0,1,0
24247,1,0,4
24248,0,1,0
24249,1,1,4
24250,0,3,3
24251,0,1,1
24252,0,4,3
24253,0,4,1
24254,1,1,4
24255,1,4,4
24256,0,4,0
24257,0,0,3
24258,0,2,2
24259,0,4,1
24260,0,1,0
24261,0,0,3
24262,0,2,2
24263,0,4,1
24264,0,0,1
24265,0,4,1
24266,0,3,1
24267,0,4,2
24268,1,3,4
24269,1,4,0
24270,0,4,1
24271,0,4,1
24272,1,1,4
24273,0,2,2
24274,0,4,1
24275,0,4,1
24276,0,0,3
24277,0,2,2
24278,0,4,1
24279,1,0,4
24280,1,1,4
24281,0,2,2
24282,0,4,1
24283,0,1,0
24284,0,0,1
24285,1,0,4
24286,0,1,0
24287,0,1,0
24288,0,0,3
24289,0,4,1
24290,0,2,2
24291,0,4,1
24292,0,4,1
24293,0,0,3
24294,0,4,1
24295,0,4,1
24296,0,1,0
24297,0,0,2
24298,0,4,1
24299,0,4,1
24300,1,4,4
24301,0,0,3
24302,0,0,3
24303,0,4,1
24304,0,4,1
24305,0,4,1
24306,1,0,4
24307,0,0,3
24308,0,4,1
24309,0,4,1
24310,0,4,1
24311,0,1,0
24312,0,4,3
24313,0,4,1
24314,0,0,2
24315,0,3,2
24316,0,4,1
24317,0,1,0
24318,1,4,4
24319,0,0,2
24320,1,4,4
24321,0,2,2
24322,0,4,1
24323,0,0,3
24324,0,3,1
24325,0,1,0
24326,0,1,0
24327,0,3,2
24328,0,1,0
24329,0,2,4
24330,1,4,4
24331,0,1,0
24332,1,4,4
24333,0,1,0
24334,0,4,1
24335,0,1,1
24336,0,4,1
24337,1,3,4
24338,0,0,1
24339,1,4,4
24340,0,4,0
24341,0,0,3
24342,1,4,4
24343,0,4,1
24344,0,4,1
24345,0,2,2
24346,0,4,1
24347,0,1,0
24348,0,1,0
24349,0,2,2
24350,0,1,0
24351,0,1,0
24352,0,4,1
24353,0,1,0
24354,0,0,3
24355,0,0,3
24356,0,0,3
24357,0,2,2
24358,0,4,1
24359,0,4,1
24360,0,1,0
24361,1,1,4
24362,0,0,3
24363,0,4,1
24364,1,3,4
24365,0,4,1
24366,0,3,2
24367,0,0,3
24368,1,3,4
24369,0,4,1
24370,0,0,3
24371,0,2,2
24372,1,4,4
24373,0,4,1
24374,0,4,1
24375,0,1,0
24376,1,2,4
24377,0,1,3
24378,0,4,1
24379,0,3,4
24380,0,4,0
24381,1,4,4
24382,0,4,1
24383,1,0,4
24384,0,4,1
24385,0,0,2
24386,0,4,1
24387,0,3,2
24388,0,0,3
24389,1,4,4
24390,0,4,1
24391,0,4,4
24392,0,1,2
24393,1,2,0
24394,0,0,3
24395,1,0,4
24396,0,1,0
24397,0,0,3
24398,0,4,1
24399,0,4,1
24400,0,4,1
24401,0,0,3
24402,0,3,1
24403,0,3,4
24404,0,4,3
24405,0,1,0
24406,0,0,3
24407,0,1,0
24408,0,4,1
24409,0,4,1
24410,0,4,4
24411,0,0,3
24412,1,4,4
24413,1,2,3
24414,1,4,1
24415,1,0,4
24416,0,2,2
24417,0,4,1
24418,0,0,4
24419,0,4,1
24420,0,0,2
24421,1,1,4
24422,0,4,3
24423,0,1,3
24424,0,4,0
24425,0,4,3
24426,1,4,4
24427,0,4,1
24428,0,0,2
24429,0,4,1
24430,0,0,0
24431,0,4,1
24432,0,3,2
24433,1,0,4
24434,1,1,4
24435,0,0,3
24436,0,1,1
24437,0,0,3
24438,0,4,1
24439,0,0,1
24440,0,0,3
24441,0,1,0
24442,0,4,1
24443,1,2,4
24444,0,4,1
24445,0,0,3
24446,0,0,2
24447,1,4,2
24448,0,4,1
24449,0,4,1
24450,0,4,4
24451,0,3,3
24452,0,1,3
24453,0,0,3
24454,0,2,1
24455,1,4,4
24456,1,0,4
24457,0,2,2
24458,0,4,1
24459,0,2,0
24460,0,0,2
24461,0,1,0
24462,0,1,0
24463,1,4,4
24464,1,2,0
24465,0,3,2
24466,0,0,3
24467,0,0,1
24468,0,2,2
24469,0,4,1
24470,0,4,3
24471,0,0,2
24472,1,1,4
24473,0,4,1
24474,0,4,1
24475,0,4,1
24476,0,1,0
24477,0,0,1
24478,1,4,4
24479,0,4,1
24480,0,4,2
24481,0,4,1
24482,0,0,3
24483,0,4,2
24484,0,4,1
24485,1,1,4
24486,1,1,4
24487,1,0,4
24488,0,1,0
24489,1,0,4
24490,1,1,4
24491,1,1,2
24492,0,0,3
24493,0,4,1
24494,0,0,2
24495,0,3,2
24496,0,4,1
24497,1,1,4
24498,0,4,1
24499,1,2,4
24500,0,4,2
24501,0,1,2
24502,1,0,4
24503,0,4,1
24504,1,1,1
24505,0,0,3
24506,0,4,0
24507,0,0,1
24508,0,0,2
24509,0,1,0
24510,0,4,3
24511,1,0,4
24512,0,4,0
24513,0,2,2
24514,1,4,4
24515,0,4,1
24516,0,0,3
24517,0,4,1
24518,0,2,2
24519,0,4,0
24520,0,4,1
24521,0,0,3
24522,0,3,0
24523,0,4,1
24524,0,0,3
24525,0,4,1
24526,0,0,2
24527,1,4,4
24528,1,0,4
24529,0,4,1
24530,0,4,1
24531,1,2,0
24532,1,3,2
24533,0,1,0
24534,0,0,3
24535,0,4,1
24536,0,1,2
24537,0,4,3
24538,0,1,1
24539,0,4,0
24540,1,0,4
24541,1,4,4
24542,0,3,3
24543,0,4,1
24544,0,0,3
24545,0,0,0
24546,1,3,4
24547,0,2,3
24548,0,0,1
24549,0,1,1
24550,1,4,4
24551,0,1,0
24552,0,3,2
24553,0,1,0
24554,1,2,4
24555,0,3,2
24556,0,4,1
24557,1,4,3
24558,0,1,0
24559,0,1,0
24560,0,4,1
24561,0,1,0
24562,0,0,3
24563,0,1,2
24564,0,4,1
24565,0,4,1
24566,0,4,1
24567,0,3,3
24568,0,4,1
24569,0,1,0
24570,0,3,1
24571,0,4,1
24572,0,1,0
24573,0,1,0
24574,0,4,1
24575,1,4,4
24576,1,0,4
24577,1,1,4
24578,0,4,2
24579,0,2,2
24580,0,4,1
24581,0,2,2
24582,0,1,0
24583,0,4,1
24584,0,1,2
24585,1,4,4
24586,0,4,2
24587,0,0,3
24588,1,0,4
24589,0,1,0
24590,0,4,1
24591,1,1,1
24592,0,4,1
24593,0,3,2
24594,0,2,2
24595,0,0,3
24596,0,0,3
24597,1,4,4
24598,0,4,1
24599,0,4,1
24600,0,4,1
24601,0,4,1
24602,0,2,2
24603,0,0,3
24604,0,3,0
24605,0,2,2
24606,0,0,3
24607,0,4,1
24608,0,4,1
24609,0,4,1
24610,0,0,0
24611,0,4,1
24612,0,0,3
24613,0,2,2
24614,0,4,3
24615,0,3,2
24616,1,0,4
24617,0,3,2
24618,1,4,1
24619,0,2,3
24620,0,4,1
24621,0,1,0
24622,0,0,1
24623,0,1,0
24624,1,4,4
24625,0,4,1
24626,0,1,0
24627,1,1,4
24628,1,0,2
24629,0,4,3
24630,0,2,2
24631,0,0,3
24632,0,3,2
24633,0,0,3
24634,0,2,2
24635,0,1,0
24636,0,4,1
24637,1,4,2
24638,1,0,4
24639,1,3,4
24640,1,0,4
24641,0,4,1
24642,0,1,0
24643,0,4,0
24644,0,4,3
24645,0,1,0
24646,0,0,3
24647,0,4,1
24648,0,1,0
24649,0,0,1
24650,0,0,1
24651,0,0,2
24652,1,4,4
24653,0,4,0
24654,0,3,2
24655,0,1,0
24656,0,0,3
24657,0,0,3
24658,1,2,4
24659,0,1,2
24660,0,0,3
24661,1,4,4
24662,1,1,4
24663,0,1,0
24664,1,0,4
24665,0,4,2
24666,0,2,2
24667,0,3,1
24668,0,2,2
24669,1,4,4
24670,0,4,1
24671,0,0,3
24672,0,0,3
24673,0,1,2
24674,1,0,1
24675,0,4,1
24676,0,3,4
24677,0,0,3
24678,0,4,1
24679,0,1,0
24680,0,0,3
24681,0,4,1
24682,0,1,0
24683,0,4,3
24684,0,1,0
24685,0,4,1
24686,0,4,1
24687,0,4,3
24688,0,4,1
24689,0,1,0
24690,0,0,3
24691,1,1,4
24692,0,4,2
24693,0,3,2
24694,0,0,3
24695,0,4,2
24696,0,1,0
24697,0,0,1
24698,0,4,1
24699,0,2,2
24700,1,3,4
24701,0,2,0
24702,0,4,3
24703,0,3,2
24704,0,0,2
24705,0,1,0
24706,0,3,0
24707,0,2,4
24708,0,3,0
24709,0,1,0
24710,0,0,3
24711,0,1,0
24712,0,4,0
24713,0,3,2
24714,0,4,1
24715,0,1,0
24716,0,3,2
24717,0,4,1
24718,1,0,4
24719,1,1,4
24720,0,0,3
24721,0,3,2
24722,1,0,3
24723,0,4,1
24724,1,4,4
24725,1,3,4
24726,0,4,1
24727,0,4,1
24728,0,3,2
24729,0,0,3
24730,0,3,2
24731,1,4,4
24732,0,4,1
24733,0,1,0
24734,0,4,1
24735,0,0,3
24736,0,1,0
24737,0,2,2
24738,0,4,1
24739,1,4,4
24740,0,4,0
24741,1,4,4
24742,0,2,2
24743,0,0,3
24744,1,2,4
24745,0,4,1
24746,0,1,0
24747,0,4,1
24748,0,0,3
24749,0,4,1
24750,0,1,1
24751,0,4,1
24752,0,4,3
24753,0,4,1
24754,0,4,1
24755,0,2,2
24756,0,4,3
24757,1,4,4
24758,1,4,3
24759,1,0,4
24760,1,4,4
24761,0,1,0
24762,1,2,4
24763,0,1,0
24764,0,1,0
24765,0,1,0
24766,0,0,2
24767,0,1,0
24768,1,4,4
24769,0,1,0
24770,1,4,4
24771,1,4,4
24772,0,4,1
24773,1,4,4
24774,0,0,3
24775,1,4,4
24776,0,2,2
24777,0,1,0
24778,1,0,4
24779,0,1,0
24780,1,4,4
24781,0,4,1
24782,0,1,0
24783,1,0,4
24784,0,3,2
24785,0,1,0
24786,0,4,1
24787,0,4,2
24788,0,0,3
24789,0,1,0
24790,0,4,1
24791,1,1,4
24792,1,0,4
24793,0,3,1
24794,0,1,2
24795,0,4,1
24796,0,1,0
24797,0,4,3
24798,0,4,1
24799,0,4,1
24800,0,1,0
24801,0,1,2
24802,0,4,1
24803,0,0,2
24804,0,1,1
24805,1,4,4
24806,0,1,0
24807,1,1,4
24808,0,1,3
24809,0,4,1
24810,0,4,1
24811,0,0,3
24812,1,2,4
24813,0,0,3
24814,1,3,4
24815,0,3,2
24816,0,2,3
24817,0,0,3
24818,1,0,4
24819,0,0,3
24820,0,2,2
24821,0,4,1
24822,1,4,4
24823,0,4,1
24824,0,4,1
24825,0,2,2
24826,0,0,1
24827,0,4,1
24828,0,4,0
24829,0,2,2
24830,1,4,4
24831,0,3,3
24832,0,2,2
24833,0,4,1
24834,0,3,2
24835,0,2,2
24836,0,1,0
24837,0,0,3
24838,0,1,2
24839,0,0,3
24840,0,4,1
24841,0,2,1
24842,0,1,0
24843,0,3,0
24844,0,1,0
24845,0,1,0
24846,0,4,1
24847,1,4,0
24848,1,4,4
24849,0,4,1
24850,0,1,2
24851,1,0,0
24852,0,4,1
24853,0,4,1
24854,0,0,1
24855,0,1,0
24856,0,4,1
24857,0,2,2
24858,0,4,1
24859,0,2,2
24860,0,4,1
24861,0,4,3
24862,0,0,3
24863,0,0,1
24864,0,1,1
24865,0,4,3
24866,0,4,1
24867,0,4,1
24868,1,0,4
24869,0,3,2
24870,0,0,4
24871,0,1,2
24872,0,0,3
24873,1,4,4
24874,0,2,2
24875,0,4,1
24876,0,3,1
24877,0,4,3
24878,1,1,4
24879,1,3,4
24880,0,4,1
24881,0,3,2
24882,1,0,4
24883,0,2,2
24884,0,2,2
24885,0,4,1
24886,0,4,1
24887,0,4,1
24888,1,0,4
24889,0,4,1
24890,0,4,1
24891,0,2,2
24892,0,0,0
24893,0,4,1
24894,0,4,1
24895,1,1,0
24896,0,3,2
24897,0,2,2
24898,0,4,1
24899,0,4,1
24900,0,1,0
24901,0,4,1
24902,1,0,3
24903,0,4,1
24904,0,0,3
24905,0,1,2
24906,0,4,1
24907,0,1,0
24908,0,0,3
24909,0,0,3
24910,0,0,1
24911,0,2,2
24912,0,4,1
24913,0,4,1
24914,0,0,2
24915,0,0,3
24916,0,4,1
24917,0,1,0
24918,0,4,1
24919,0,0,3
24920,0,4,1
24921,0,4,1
24922,0,0,1
24923,1,4,4
24924,1,4,1
24925,0,4,1
24926,1,2,4
24927,0,1,0
24928,0,2,2
24929,0,3,0
24930,0,3,2
24931,1,0,4
24932,0,0,3
24933,0,4,1
24934,0,0,3
24935,0,4,1
24936,0,0,3
24937,1,2,1
24938,0,2,2
24939,0,3,2
24940,0,4,2
24941,0,1,0
24942,0,4,1
24943,0,4,1
24944,0,0,1
24945,0,4,3
24946,0,4,1
24947,1,4,4
24948,1,2,4
24949,0,0,3
24950,0,3,4
24951,0,0,1
24952,0,4,1
24953,1,4,4
24954,0,0,3
24955,0,2,2
24956,0,0,0
24957,0,1,3
24958,1,4,0
24959,0,4,0
24960,0,0,3
24961,0,3,2
24962,0,1,0
24963,0,4,0
24964,1,1,4
24965,0,2,2
24966,0,4,3
24967,0,4,1
24968,0,0,3
24969,0,4,1
24970,0,4,1
24971,0,0,3
24972,0,0,0
24973,0,4,3
24974,0,3,4
24975,0,4,1
24976,0,4,1
24977,0,1,0
24978,0,4,0
24979,0,0,2
24980,0,4,2
24981,0,4,1
24982,0,4,1
24983,0,0,3
24984,0,0,3
24985,0,3,2
24986,1,4,4
24987,0,2,2
24988,0,0,3
24989,1,0,2
24990,0,1,0
24991,0,0,3
24992,0,0,3
24993,0,0,3
24994,0,2,2
24995,0,0,1
24996,0,0,3
24997,0,4,0
24998,1,1,4
24999,0,0,3
25000,0,2,3
25001,0,4,0
25002,1,4,4
25003,0,4,1
25004,0,0,3
25005,0,0,3
25006,0,1,0
25007,1,4,4
25008,0,4,1
25009,0,4,1
25010,0,4,1
25011,1,0,4
25012,0,0,1
25013,1,0,4
25014,1,0,4
25015,0,4,2
25016,0,4,1
25017,0,4,1
25018,0,1,0
25019,0,4,1
25020,1,2,4
25021,0,2,2
25022,0,3,2
25023,0,0,3
25024,0,2,2
25025,0,0,1
25026,1,2,4
25027,0,4,1
25028,0,2,2
25029,1,4,4
25030,0,0,3
25031,0,2,2
25032,0,4,0
25033,0,4,1
25034,0,3,4
25035,1,1,4
25036,0,4,1
25037,0,1,0
25038,0,4,1
25039,0,2,2
25040,1,1,3
25041,0,0,1
25042,0,4,2
25043,0,1,0
25044,0,4,1
25045,0,1,0
25046,0,4,3
25047,0,4,2
25048,1,1,3
25049,0,3,2
25050,0,0,3
25051,0,3,2
25052,0,0,1
25053,1,1,4
25054,1,0,4
25055,0,4,1
25056,0,1,0
25057,0,4,1
25058,0,4,1
25059,0,4,1
25060,0,3,2
25061,0,4,2
25062,0,4,2
25063,0,4,1
25064,0,4,1
25065,0,1,2
25066,1,4,2
25067,0,4,1
25068,1,4,4
25069,0,0,2
25070,0,0,1
25071,1,3,2
25072,1,4,4
25073,0,2,2
25074,0,3,3
25075,0,4,1
25076,0,3,2
25077,0,4,1
25078,0,2,2
25079,0,0,3
25080,0,0,3
25081,0,1,0
25082,0,0,3
25083,0,4,1
25084,1,2,4
25085,0,2,1
25086,1,4,4
25087,0,1,0
25088,1,0,1
25089,0,1,0
25090,0,4,1
25091,0,0,3
25092,0,4,2
25093,1,4,4
25094,0,0,3
25095,1,1,2
25096,0,4,0
25097,0,4,1
25098,0,4,1
25099,0,4,0
25100,0,4,1
25101,0,0,3
25102,0,0,3
25103,0,2,2
25104,0,1,0
25105,0,1,2
25106,1,4,4
25107,0,4,1
25108,0,4,2
25109,0,2,3
25110,1,0,4
25111,0,4,3
25112,0,4,1
25113,0,0,0
25114,0,1,0
25115,0,1,0
25116,1,2,4
25117,0,0,3
25118,0,4,2
25119,0,0,3
25120,0,1,0
25121,0,1,0
25122,0,1,0
25123,0,4,1
25124,0,0,3
25125,0,0,1
25126,0,2,1
25127,1,1,4
25128,0,4,1
25129,0,4,1
25130,0,0,2
25131,0,4,3
25132,0,3,2
25133,0,0,3
25134,0,0,3
25135,1,4,4
25136,0,1,0
25137,0,3,3
25138,0,4,1
25139,0,1,0
25140,0,4,3
25141,0,2,1
25142,0,1,0
25143,0,0,3
25144,0,1,0
25145,0,0,3
25146,1,1,4
25147,0,4,1
25148,0,4,1
25149,1,4,4
25150,0,0,3
25151,0,4,2
25152,0,0,3
25153,0,1,0
25154,0,0,3
25155,0,4,1
25156,1,4,4
25157,0,1,3
25158,0,1,3
25159,0,4,1
25160,0,4,1
25161,0,4,1
25162,1,1,4
25163,0,3,4
25164,1,4,4
25165,0,4,1
25166,0,1,0
25167,0,0,3
25168,0,3,0
25169,1,4,0
25170,0,1,0
25171,0,1,0
25172,1,1,4
25173,0,4,0
25174,0,3,4
25175,1,2,3
25176,0,3,0
25177,0,4,0
25178,0,1,0
25179,0,1,0
25180,1,2,4
25181,0,0,3
25182,0,1,1
25183,0,3,2
25184,0,4,1
25185,0,4,1
25186,0,1,0
25187,0,0,1
25188,0,0,2
25189,0,0,3
25190,0,0,3
25191,0,4,1
25192,0,2,2
25193,0,3,1
25194,0,1,1
25195,0,3,2
25196,0,1,0
25197,1,3,4
25198,0,0,3
25199,0,1,0
25200,0,4,1
25201,0,0,3
25202,0,0,3
25203,0,0,3
25204,0,1,3
25205,0,4,1
25206,1,4,4
25207,0,2,2
25208,0,0,3
25209,1,4,4
25210,0,0,3
25211,0,4,3
25212,0,1,2
25213,1,0,4
25214,0,1,1
25215,1,1,4
25216,1,4,3
25217,0,4,1
25218,0,4,1
25219,0,0,3
25220,0,2,3
25221,0,0,3
25222,0,4,2
25223,0,3,4
25224,0,4,1
25225,0,1,1
25226,0,4,1
25227,1,2,1
25228,1,1,3
25229,0,1,3
25230,0,1,0
25231,0,2,2
25232,0,4,3
25233,1,4,4
25234,0,0,2
25235,1,0,0
25236,0,0,3
25237,0,1,0
25238,0,2,1
25239,0,3,2
25240,0,1,0
25241,1,3,4
25242,0,4,3
25243,0,1,0
25244,0,4,1
25245,0,1,1
25246,1,0,4
25247,1,0,4
25248,0,2,1
25249,0,4,3
25250,1,2,4
25251,0,4,1
25252,0,4,1
25253,0,4,1
25254,1,4,4
25255,0,4,1
25256,0,4,1
25257,0,1,0
25258,0,4,1
25259,0,4,1
25260,0,1,1
25261,0,4,1
25262,0,1,0
25263,1,3,4
25264,0,4,2
25265,1,4,3
25266,0,3,2
25267,0,4,1
25268,0,4,1
25269,1,1,4
25270,0,2,2
25271,0,1,0
25272,0,4,1
25273,1,4,4
25274,0,0,3
25275,0,1,0
25276,0,4,1
25277,1,4,4
25278,1,4,4
25279,0,4,3
25280,0,2,2
25281,0,4,1
25282,0,1,0
25283,0,4,0
25284,0,4,1
25285,1,0,4
25286,0,0,0
25287,0,3,2
25288,0,4,1
25289,0,1,2
25290,0,2,3
25291,0,1,0
25292,0,1,0
25293,0,2,2
25294,0,0,2
25295,0,1,0
25296,0,3,2
25297,0,4,1
25298,0,4,0
25299,0,4,1
25300,0,4,1
25301,0,0,3
25302,0,1,1
25303,0,1,0
25304,0,0,3
25305,0,0,0
25306,0,0,0
25307,0,3,3
25308,0,0,2
25309,1,3,4
25310,0,4,1
25311,0,4,2
25312,0,4,3
25313,0,4,3
25314,1,4,4
25315,0,2,2
25316,0,3,2
25317,0,4,1
25318,0,0,0
25319,0,2,2
25320,0,2,2
25321,0,3,4
25322,0,3,2
25323,0,4,3
25324,0,4,2
25325,0,4,1
25326,0,4,1
25327,0,1,0
25328,0,0,0
25329,0,1,0
25330,1,0,4
25331,0,1,0
25332,0,3,4
25333,0,1,0
25334,0,4,4
25335,0,1,1
25336,0,4,4
25337,0,0,3
25338,1,4,4
25339,0,1,0
25340,0,4,0
25341,0,4,2
25342,0,1,0
25343,0,4,4
25344,0,1,0
25345,1,0,4
25346,0,0,3
25347,0,1,0
25348,1,2,4
25349,0,0,3
25350,0,4,1
25351,0,4,1
25352,0,1,0
25353,0,0,3
25354,0,0,3
25355,1,4,4
25356,0,4,1
25357,0,4,2
25358,1,1,4
25359,0,0,3
25360,0,1,0
25361,0,3,3
25362,0,1,0
25363,0,4,1
25364,0,4,3
25365,0,0,0
25366,0,4,1
25367,0,4,2
25368,0,4,1
25369,1,4,4
25370,0,4,1
25371,1,4,4
25372,0,0,3
25373,0,4,1
25374,0,4,1
25375,0,2,2
25376,0,2,2
25377,0,4,2
25378,0,0,0
25379,0,2,1
25380,0,4,1
25381,0,2,2
25382,1,2,4
25383,0,1,0
25384,0,4,1
25385,0,0,3
25386,0,0,3
25387,0,1,0
25388,0,2,2
25389,0,4,1
25390,0,4,3
25391,0,4,1
25392,0,3,2
25393,0,4,0
25394,0,4,1
25395,0,0,3
25396,0,0,1
25397,1,1,4
25398,0,0,3
25399,0,4,2
25400,0,4,1
25401,1,4,4
25402,0,4,0
25403,0,1,0
25404,0,2,2
25405,0,4,1
25406,0,2,2
25407,0,0,3
25408,0,1,0
25409,1,0,4
25410,0,4,0
25411,0,1,0
25412,0,4,1
25413,0,0,0
25414,1,2,1
25415,1,4,2
25416,1,4,4
25417,1,0,4
25418,1,0,4
25419,1,2,4
25420,0,4,3
25421,0,1,3
25422,1,4,4
25423,1,4,4
25424,0,3,1
25425,1,0,4
25426,0,3,2
25427,0,4,0
25428,0,4,1
25429,0,0,1
25430,0,4,2
25431,0,0,3
25432,0,1,0
25433,1,4,4
25434,0,1,1
25435,1,3,4
25436,0,1,0
25437,0,1,0
25438,0,2,2
25439,1,4,4
25440,0,0,3
25441,0,4,1
25442,0,4,1
25443,1,4,4
25444,0,0,1
25445,0,4,2
25446,1,3,4
